paper_id,year,topic,intervention_or_exposure,study_type,species,sample_size,primary_endpoint,endpoint_class,effect_size,evidence_level,risk_of_bias,actionability,medical_supervision,recommendation_class,claim_supported,claim_not_supported,zh_summary,en_summary,last_checked,quality_confidence_score,influence_score,venue_tier,venue_score,venue_weight_note,journal_metric_value,confidence_cap_rule,scoring_version,品牌标识,Brand,SEO关键词,资产归属,GitHub公开入口
pubmed-31597151,2019,身体活动与健康寿命,physical activity,human_randomized_or_clinical_trial,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H1,H1,摘要级/题录级待复核,B,not_assessed_public_draft,high,false,Strong Action,可支持：将「身体活动与健康寿命」作为证据图谱中的候选主题，并按 B 级草判证据继续复核。,不支持：不能据单篇摘要给出剂量、处方或个人医疗建议。,"草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：This aerobic training protocol was able to improve endothelial function with enhanced FMV and reduce left ventricular hypertrophy and serum aldosterone, which could have a positive impact on the reduction of nontraditional cardiovascular risk factors in CKD patients on hemodialysis.","Draft status: automatically prepared; not fully reviewed; not medical advice. This aerobic training protocol was able to improve endothelial function with enhanced FMV and reduce left ventricular hypertrophy and serum aldosterone, which could have a positive impact on the reduction of nontraditional cardiovascular risk factors in CKD patients on hemodialysis.",2026-06-29,80,0,B_reputable_specialty_or_broad,4,"Indexed specialty or broad journal commonly seen in the atlas. Useful signal, but article-level quality still decides.",RCR=NA; cited_by=NA,max_level_A,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-30639273,2019,身体活动与健康寿命,physical activity,human_randomized_or_clinical_trial,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H1,H1,摘要级/题录级待复核,B,not_assessed_public_draft,high,false,Strong Action,可支持：将「身体活动与健康寿命」作为证据图谱中的候选主题，并按 B 级草判证据继续复核。,不支持：不能据单篇摘要给出剂量、处方或个人医疗建议。,"草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：Aerobic exercise combined with computerized cognitive training has better effects on the cognitive functional status of survivors of stroke than an active control. The cognitive functional status of stroke survivors was better after participation in aerobic exercise combined with computerized training than after active control therapy, demonstrating the clinical significance of this combination therapy.","Draft status: automatically prepared; not fully reviewed; not medical advice. Aerobic exercise combined with computerized cognitive training has better effects on the cognitive functional status of survivors of stroke than an active control. The cognitive functional status of stroke survivors was better after participation in aerobic exercise combined with computerized training than after active control therapy, demonstrating the clinical significance of this combination therapy.",2026-06-29,80,0,B_reputable_specialty_or_broad,4,"Indexed specialty or broad journal commonly seen in the atlas. Useful signal, but article-level quality still decides.",RCR=NA; cited_by=NA,max_level_A,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-29906425,2018,血压与健康寿命,blood pressure,human_randomized_or_clinical_trial,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H1,H1,摘要级/题录级待复核,B,not_assessed_public_draft,high,false,Strong Action,可支持：将「血压与健康寿命」作为证据图谱中的候选主题，并按 B 级草判证据继续复核。,不支持：不能据单篇摘要给出剂量、处方或个人医疗建议。,草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：We found an association between diastolic hypotension and the combined endpoint of cardiovascular events and all-cause mortality among SPRINT participants with normal to high diastolic blood pressure at entry. Attention to diastolic blood pressure may be important for optimizing outcomes when targeting systolic blood pressure reduction.,Draft status: automatically prepared; not fully reviewed; not medical advice. We found an association between diastolic hypotension and the combined endpoint of cardiovascular events and all-cause mortality among SPRINT participants with normal to high diastolic blood pressure at entry. Attention to diastolic blood pressure may be important for optimizing outcomes when targeting systolic blood pressure reduction.,2026-06-29,80,0,B_reputable_specialty_or_broad,4,"Indexed specialty or broad journal commonly seen in the atlas. Useful signal, but article-level quality still decides.",RCR=NA; cited_by=NA,max_level_A,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-9625397,1998,饮食模式与死亡风险,dietary pattern,human_randomized_or_clinical_trial,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H1,H1,摘要级/题录级待复核,B,not_assessed_public_draft,high,false,Strong Action,可支持：将「饮食模式与死亡风险」作为证据图谱中的候选主题，并按 B 级草判证据继续复核。,不支持：不能据单篇摘要给出剂量、处方或个人医疗建议。,草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：This randomized trial suggests that patients following a cardioprotective Mediterranean diet have a prolonged survival and may also be protected against cancer. Further studies are warranted to confirm the data and to explore the role of the different lipids and fatty acids in this protection.,Draft status: automatically prepared; not fully reviewed; not medical advice. This randomized trial suggests that patients following a cardioprotective Mediterranean diet have a prolonged survival and may also be protected against cancer. Further studies are warranted to confirm the data and to explore the role of the different lipids and fatty acids in this protection.,2026-06-29,80,0,B_reputable_specialty_or_broad,4,"Indexed specialty or broad journal commonly seen in the atlas. Useful signal, but article-level quality still decides.",RCR=NA; cited_by=NA,max_level_A,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-42214223,2026,微生物组与炎症性衰老,microbiome / inflammaging,human_randomized_or_clinical_trial,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H1,H1,摘要级/题录级待复核,B,not_assessed_public_draft,high,false,Strong Action,可支持：将「微生物组与炎症性衰老」作为证据图谱中的候选主题，并按 B 级草判证据继续复核。,不支持：不能据单篇摘要给出剂量、处方或个人医疗建议。,"草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：In this large real-world cohort, senna use was independently associated with lower 28-day mortality with evidence of a dose-response relationship. Prospective randomized controlled trials are warranted to establish causality and inform clinical practice guidelines.","Draft status: automatically prepared; not fully reviewed; not medical advice. In this large real-world cohort, senna use was independently associated with lower 28-day mortality with evidence of a dose-response relationship. Prospective randomized controlled trials are warranted to establish causality and inform clinical practice guidelines.",2026-06-29,80,0,B_reputable_specialty_or_broad,4,"Indexed specialty or broad journal commonly seen in the atlas. Useful signal, but article-level quality still decides.",RCR=NA; cited_by=NA,max_level_B,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-11860778,2000,血压与健康寿命,blood pressure,systematic_review_or_meta_analysis,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H1,H1,摘要级/题录级待复核,B,not_assessed_public_draft,high,false,Strong Action,可支持：将「血压与健康寿命」作为证据图谱中的候选主题，并按 A 级草判证据继续复核。,不支持：不能据单篇摘要给出剂量、处方或个人医疗建议。,"草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：The results showed that the community-based multiple risk factor interventions for hypertension had positive impaction the reduction of risk factors to hypertension, thus to increase the effects on treatment and control of hypertension, decrease prevalences of hypertension and stroke.","Draft status: automatically prepared; not fully reviewed; not medical advice. The results showed that the community-based multiple risk factor interventions for hypertension had positive impaction the reduction of risk factors to hypertension, thus to increase the effects on treatment and control of hypertension, decrease prevalences of hypertension and stroke.",2026-06-29,80,0,C_indexed_or_identified,1,"Indexed or DOI/PMID-identifiable venue, but not in the curated high-weight venue list.",RCR=NA; cited_by=NA,max_level_A,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-10860193,2000,血压与健康寿命,blood pressure,systematic_review_or_meta_analysis,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H1,H1,摘要级/题录级待复核,B,not_assessed_public_draft,high,false,Strong Action,可支持：将「血压与健康寿命」作为证据图谱中的候选主题，并按 A 级草判证据继续复核。,不支持：不能据单篇摘要给出剂量、处方或个人医疗建议。,"草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：These results show that hypertensive diabetic patients benefit from first-line treatment with diuretics. No conclusion can be drawn for beta-blockers, owing to the small sample size.","Draft status: automatically prepared; not fully reviewed; not medical advice. These results show that hypertensive diabetic patients benefit from first-line treatment with diuretics. No conclusion can be drawn for beta-blockers, owing to the small sample size.",2026-06-29,80,0,C_indexed_or_identified,1,"Indexed or DOI/PMID-identifiable venue, but not in the curated high-weight venue list.",RCR=NA; cited_by=NA,max_level_A,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-15278010,2004,饮食模式与死亡风险,dietary pattern,systematic_review_or_meta_analysis,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H1,H1,摘要级/题录级待复核,B,not_assessed_public_draft,high,false,Strong Action,可支持：将「饮食模式与死亡风险」作为证据图谱中的候选主题，并按 A 级草判证据继续复核。,不支持：不能据单篇摘要给出剂量、处方或个人医疗建议。,草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：The systematically reviewed studies reveal a cardio-protective effect of the Mediterranean diet and point to this dietary pattern as highly appropriate for public health objectives.,Draft status: automatically prepared; not fully reviewed; not medical advice. The systematically reviewed studies reveal a cardio-protective effect of the Mediterranean diet and point to this dietary pattern as highly appropriate for public health objectives.,2026-06-29,80,0,C_indexed_or_identified,1,"Indexed or DOI/PMID-identifiable venue, but not in the curated high-weight venue list.",RCR=NA; cited_by=NA,max_level_A,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-25971328,2015,二甲双胍与衰老,metformin,systematic_review_or_meta_analysis,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H1,H1,摘要级/题录级待复核,B,not_assessed_public_draft,low,true,Monitor,可支持：将「二甲双胍与衰老」作为证据图谱中的候选主题，并按 A 级草判证据继续复核。,不支持：不能据单篇摘要给出剂量、处方或个人医疗建议。,草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：Women with DM are at higher risk of BrCa-specific and all-cause mortality after initial breast cancer diagnosis. BrCa patients with DM could possibly benefit from metformin treatment via DICER mediation.,Draft status: automatically prepared; not fully reviewed; not medical advice. Women with DM are at higher risk of BrCa-specific and all-cause mortality after initial breast cancer diagnosis. BrCa patients with DM could possibly benefit from metformin treatment via DICER mediation.,2026-06-29,80,0,C_indexed_or_identified,1,"Indexed or DOI/PMID-identifiable venue, but not in the curated high-weight venue list.",RCR=NA; cited_by=NA,max_level_B,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-40694719,2025,微生物组与炎症性衰老,microbiome / inflammaging,systematic_review_or_meta_analysis,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H1,H1,摘要级/题录级待复核,B,not_assessed_public_draft,high,false,Strong Action,可支持：将「微生物组与炎症性衰老」作为证据图谱中的候选主题，并按 A 级草判证据继续复核。,不支持：不能据单篇摘要给出剂量、处方或个人医疗建议。,草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：Microbial dysbiosis in cervical insufficiency linked to preterm birth outcomes.,Draft status: automatically prepared; not fully reviewed; not medical advice. Microbial dysbiosis in cervical insufficiency linked to preterm birth outcomes.,2026-06-29,80,0,C_indexed_or_identified,1,"Indexed or DOI/PMID-identifiable venue, but not in the curated high-weight venue list.",RCR=NA; cited_by=NA,max_level_B,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-39006434,2024,心肺适能与死亡风险,fitness / VO2max,human_cohort,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H1,H1,摘要级/题录级待复核,B,not_assessed_public_draft,high,false,Strong Action,可支持：将「心肺适能与死亡风险」作为证据图谱中的候选主题，并按 B 级草判证据继续复核。,不支持：不能据单篇摘要给出剂量、处方或个人医疗建议。,"草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：The association between high levels of adolescent cardiorespiratory fitness and excess risk of some cancers, such as prostate and non-melanoma skin cancer, appears to be fully explained by unobserved confounders shared between full siblings. However, the protective association with cancer mortality persists even after control for such confounding.","Draft status: automatically prepared; not fully reviewed; not medical advice. The association between high levels of adolescent cardiorespiratory fitness and excess risk of some cancers, such as prostate and non-melanoma skin cancer, appears to be fully explained by unobserved confounders shared between full siblings. However, the protective association with cancer mortality persists even after control for such confounding.",2026-06-29,80,0,D_preprint_or_unreviewed,0,Preprint or unreviewed venue; no venue bonus before peer review.,RCR=NA; cited_by=NA,max_level_A,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-40672480,2025,心肺适能与死亡风险,fitness / VO2max,human_cohort,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H1,H1,摘要级/题录级待复核,B,not_assessed_public_draft,high,false,Strong Action,可支持：将「心肺适能与死亡风险」作为证据图谱中的候选主题，并按 B 级草判证据继续复核。,不支持：不能据单篇摘要给出剂量、处方或个人医疗建议。,"草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：A PGS for CRF derived from gold-standard phenotypes captures small, but potentially clinical meaningful variations in CRF, and is associated with reduced risk of cardiovascular morbidity and mortality. Heterogeneity in CRF phenotyping in large populations remains a challenge to PGS development and refinement.","Draft status: automatically prepared; not fully reviewed; not medical advice. A PGS for CRF derived from gold-standard phenotypes captures small, but potentially clinical meaningful variations in CRF, and is associated with reduced risk of cardiovascular morbidity and mortality. Heterogeneity in CRF phenotyping in large populations remains a challenge to PGS development and refinement.",2026-06-29,80,0,D_preprint_or_unreviewed,0,Preprint or unreviewed venue; no venue bonus before peer review.,RCR=NA; cited_by=NA,max_level_A,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-37986811,2023,表观遗传时钟,epigenetic clock,human_cohort,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H1,H1,摘要级/题录级待复核,B,not_assessed_public_draft,high,false,Strong Action,可支持：将「表观遗传时钟」作为证据图谱中的候选主题，并按 B 级草判证据继续复核。,不支持：不能据单篇摘要给出剂量、处方或个人医疗建议。,草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：No separate conclusion section was parsed from the abstract for Epigenetic Clocks; full-text or manual abstract review is required before publication claims.,Draft status: automatically prepared; not fully reviewed; not medical advice. No separate conclusion section was parsed from the abstract for Epigenetic Clocks; full-text or manual abstract review is required before publication claims.,2026-06-29,80,0,D_preprint_or_unreviewed,0,Preprint or unreviewed venue; no venue bonus before peer review.,RCR=NA; cited_by=NA,max_level_B,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-41929330,2026,表观遗传时钟,epigenetic clock,human_cohort,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H1,H1,摘要级/题录级待复核,B,not_assessed_public_draft,high,false,Strong Action,可支持：将「表观遗传时钟」作为证据图谱中的候选主题，并按 B 级草判证据继续复核。,不支持：不能据单篇摘要给出剂量、处方或个人医疗建议。,草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：No separate conclusion section was parsed from the abstract for Epigenetic Clocks; full-text or manual abstract review is required before publication claims.,Draft status: automatically prepared; not fully reviewed; not medical advice. No separate conclusion section was parsed from the abstract for Epigenetic Clocks; full-text or manual abstract review is required before publication claims.,2026-06-29,80,0,D_preprint_or_unreviewed,0,Preprint or unreviewed venue; no venue bonus before peer review.,RCR=NA; cited_by=NA,max_level_B,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-40654690,2025,表观遗传时钟,epigenetic clock,human_cohort,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H1,H1,摘要级/题录级待复核,B,not_assessed_public_draft,high,false,Strong Action,可支持：将「表观遗传时钟」作为证据图谱中的候选主题，并按 B 级草判证据继续复核。,不支持：不能据单篇摘要给出剂量、处方或个人医疗建议。,草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：No separate conclusion section was parsed from the abstract for Epigenetic Clocks; full-text or manual abstract review is required before publication claims.,Draft status: automatically prepared; not fully reviewed; not medical advice. No separate conclusion section was parsed from the abstract for Epigenetic Clocks; full-text or manual abstract review is required before publication claims.,2026-06-29,80,0,D_preprint_or_unreviewed,0,Preprint or unreviewed venue; no venue bonus before peer review.,RCR=NA; cited_by=NA,max_level_B,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-42237836,2026,微生物组与炎症性衰老,microbiome / inflammaging,systematic_review_or_meta_analysis,cell,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H1,H1,摘要级/题录级待复核,B,not_assessed_public_draft,low,false,Monitor,可支持：将「微生物组与炎症性衰老」作为证据图谱中的候选主题，并按 A 级草判证据继续复核。,不支持：不能把非人体结果直接解释为已证实的人类延寿作用。,草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：No separate conclusion section was parsed from the abstract for Microbiome and Inflammaging; full-text or manual abstract review is required before publication claims.,Draft status: automatically prepared; not fully reviewed; not medical advice. No separate conclusion section was parsed from the abstract for Microbiome and Inflammaging; full-text or manual abstract review is required before publication claims.,2026-06-29,79,0,C_indexed_or_identified,1,"Indexed or DOI/PMID-identifiable venue, but not in the curated high-weight venue list.",RCR=NA; cited_by=NA,max_level_B,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-39212136,2024,心肺适能与死亡风险,fitness / VO2max,human_cohort,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H1,H1,摘要级/题录级待复核,B,not_assessed_public_draft,high,false,Strong Action,可支持：将「心肺适能与死亡风险」作为证据图谱中的候选主题，并按 B 级草判证据继续复核。,不支持：不能据单篇摘要给出剂量、处方或个人医疗建议。,"草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：Given the strong association of VO2, ventilatory efficiency, circulatory and ventilatory power with all-cause mortality, our findings support the notion that poorer cardiorespiratory fitness is associated with a poor prognosis in patients with obesity.","Draft status: automatically prepared; not fully reviewed; not medical advice. Given the strong association of VO2, ventilatory efficiency, circulatory and ventilatory power with all-cause mortality, our findings support the notion that poorer cardiorespiratory fitness is associated with a poor prognosis in patients with obesity.",2026-06-29,78,0,A_field_leading,7,"Leading aging, nutrition, metabolism, geriatrics, dermatology, or translational specialty venue.",RCR=NA; cited_by=NA,max_level_A,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-37202075,2023,心肺适能与死亡风险,fitness / VO2max,human_cohort,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H1,H1,摘要级/题录级待复核,B,not_assessed_public_draft,high,false,Strong Action,可支持：将「心肺适能与死亡风险」作为证据图谱中的候选主题，并按 B 级草判证据继续复核。,不支持：不能据单篇摘要给出剂量、处方或个人医疗建议。,"草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：In contrast to SMI, myosteatosis is associated with low CRF. Neither low SMI nor myosteatosis was associated with skeletal muscle strength. Therefore physical exercise training might be especially beneficial for LT candidates with myosteatosis.","Draft status: automatically prepared; not fully reviewed; not medical advice. In contrast to SMI, myosteatosis is associated with low CRF. Neither low SMI nor myosteatosis was associated with skeletal muscle strength. Therefore physical exercise training might be especially beneficial for LT candidates with myosteatosis.",2026-06-29,78,0,A_field_leading,7,"Leading aging, nutrition, metabolism, geriatrics, dermatology, or translational specialty venue.",RCR=NA; cited_by=NA,max_level_A,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-42218468,2026,血压与健康寿命,blood pressure,human_cohort,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H1,H1,摘要级/题录级待复核,B,not_assessed_public_draft,high,false,Strong Action,可支持：将「血压与健康寿命」作为证据图谱中的候选主题，并按 B 级草判证据继续复核。,不支持：不能据单篇摘要给出剂量、处方或个人医疗建议。,"草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：The impacts of ABC factors on mortality risk vary substantially by age among adults with diabetes. In patients aged ≥ 75 years, less stringent glycemic and blood pressure targets may be appropriate, whereas lipid management remains critically important for reducing cardiovascular mortality.","Draft status: automatically prepared; not fully reviewed; not medical advice. The impacts of ABC factors on mortality risk vary substantially by age among adults with diabetes. In patients aged ≥ 75 years, less stringent glycemic and blood pressure targets may be appropriate, whereas lipid management remains critically important for reducing cardiovascular mortality.",2026-06-29,78,0,A_field_leading,7,"Leading aging, nutrition, metabolism, geriatrics, dermatology, or translational specialty venue.",RCR=NA; cited_by=NA,max_level_A,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
