library_id,title_en,title_zh,year,source,pmid,pmcid,doi,url,query,include_status,in_healthspan_findings,health_topic_ids,in_evidence_matrix,in_skin_beauty_findings,skin_topic_ids,last_checked,品牌标识,Brand,SEO关键词,资产归属,GitHub公开入口
pubmed-30475964,Coffee consumption and total mortality in a Mediterranean prospective cohort.,,2018,PubMed,30475964,,10.1093/ajcn/nqy198,https://pubmed.ncbi.nlm.nih.gov/30475964/,dietary-pattern-longevity__high_design,selected_finding_draft,true,dietary-pattern-longevity,false,false,,2026-05-12,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-30475969,"Protein supplementation improves muscle mass and physical performance in undernourished prefrail and frail elderly subjects: a randomized, double-blind, placebo-controlled trial.",,2018,PubMed,30475969,,10.1093/ajcn/nqy214,https://pubmed.ncbi.nlm.nih.gov/30475969/,resistance-training-muscle__high_design,selected_finding_draft,true,resistance-training-muscle,false,false,,2026-04-29,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-30480766,Ezetimibe for the prevention of cardiovascular disease and all-cause mortality events.,,2018,PubMed,30480766,,10.1002/14651858.CD012502.pub2,https://pubmed.ncbi.nlm.nih.gov/30480766/,ldl-apob-cardiovascular-risk__high_design,active_candidate_needs_review,false,,false,false,,2026-05-12,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-30480768,First-line drugs inhibiting the renin angiotensin system versus other first-line antihypertensive drug classes for hypertension.,,2018,PubMed,30480768,,10.1002/14651858.CD008170.pub3,https://pubmed.ncbi.nlm.nih.gov/30480768/,blood-pressure-aging__high_design,active_candidate_needs_review,false,,false,false,,2026-04-29,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-30481076,Exercise as a therapeutic approach to improve blood pressure in patients with peripheral arterial disease: current literature and future directions.,,2019,PubMed,30481076,,10.1080/14779072.2019.1553676,https://pubmed.ncbi.nlm.nih.gov/30481076/,physical-activity-healthspan__recent_review_trial,active_candidate_needs_review,false,,false,false,,2026-05-12,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-30482941,Autophagy and the cell biology of age-related disease.,,2018,PubMed,30482941,,10.1038/s41556-018-0235-8,https://pubmed.ncbi.nlm.nih.gov/30482941/,autophagy-mitophagy__recent_review_trial,active_candidate_needs_review,false,,false,false,,2026-05-12,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-30496487,Peak oxygen uptake and incident coronary heart disease in a healthy population: the HUNT Fitness Study.,,2019,PubMed,30496487,,10.1093/eurheartj/ehy708,https://pubmed.ncbi.nlm.nih.gov/30496487/,cardiorespiratory-fitness__high_weight_journal,active_candidate_needs_review,false,,false,false,,2026-05-12,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-30500926,Mortality and morbidity following exercise-based renal rehabilitation in patients with chronic kidney disease: the effect of programme completion and change in exercise capacity.,,2019,PubMed,30500926,,10.1093/ndt/gfy351,https://pubmed.ncbi.nlm.nih.gov/30500926/,cardiorespiratory-fitness__high_design,active_candidate_needs_review,false,,false,false,,2026-05-12,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-30501099,Drosophila Gut-A Nexus Between Dietary Restriction and Lifespan.,,2018,PubMed,30501099,,10.3390/ijms19123810,https://pubmed.ncbi.nlm.nih.gov/30501099/,caloric-restriction-human__recent_review_trial,active_candidate_needs_review,false,,false,false,,2026-04-29,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-30504710,"Phosphate Homeostasis, Inflammation and the Regulation of FGF-23.",,2018,PubMed,30504710,,10.1159/000495393,https://pubmed.ncbi.nlm.nih.gov/30504710/,klotho-il11-aging__recent_review_trial,active_candidate_needs_review,false,,false,false,,2026-04-29,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-30510625,Weighing In on mTOR Complex 2 Signaling: The Expanding Role in Cell Metabolism.,,2018,PubMed,30510625,PMC6232796,10.1155/2018/7838647,https://pubmed.ncbi.nlm.nih.gov/30510625/,rapamycin-mtor-aging__recent_review_trial,selected_finding_draft,true,rapamycin-mtor-aging,false,false,,2026-05-12,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-30517851,A systematic comparison of exercise training protocols on animal models of cardiovascular capacity.,,2019,PubMed,30517851,,10.1016/j.lfs.2018.12.001,https://pubmed.ncbi.nlm.nih.gov/30517851/,physical-activity-healthspan__recent_review_trial,active_candidate_needs_review,false,,false,false,,2026-04-29,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-30522636,Reprint of: Promoting Physical Activity and Exercise: JACC Health Promotion Series.,,2018,PubMed,30522636,,10.1016/j.jacc.2018.10.025,https://pubmed.ncbi.nlm.nih.gov/30522636/,cardiorespiratory-fitness__high_weight_journal,active_candidate_needs_review,false,,false,false,,2026-05-12,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-30522752,Sedentary leisure-time in relation to mortality and survival time.,,2019,PubMed,30522752,,10.1016/j.jsams.2018.11.020,https://pubmed.ncbi.nlm.nih.gov/30522752/,physical-activity-healthspan__high_design,active_candidate_needs_review,false,,false,false,,2026-04-29,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-30524474,Developmental Tuning of Epigenetic Clock.,,2018,PubMed,30524474,,10.3389/fgene.2018.00584,https://pubmed.ncbi.nlm.nih.gov/30524474/,epigenetic-clocks__high_design,active_candidate_needs_review,false,,false,false,,2026-04-29,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-30526464,PCSK9 Inhibitors and Cardiovascular Disease: Impact on Cardiovascular Outcomes.,,2020,PubMed,30526464,,10.2174/1570163816666181211112358,https://pubmed.ncbi.nlm.nih.gov/30526464/,ldl-apob-cardiovascular-risk__recent_review_trial,active_candidate_needs_review,false,,false,false,,2026-04-29,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-30526770,Senotherapeutics: emerging strategy for healthy aging and age-related disease.,,2019,PubMed,30526770,,10.5483/BMBRep.2019.52.1.293,https://pubmed.ncbi.nlm.nih.gov/30526770/,senolytics__recent_review_trial,active_candidate_needs_review,false,,false,false,,2026-05-12,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-30527993,Interaction between Mediterranean diet and statins on mortality risk in patients with cardiovascular disease: Findings from the Moli-sani Study.,,2019,PubMed,30527993,,10.1016/j.ijcard.2018.11.117,https://pubmed.ncbi.nlm.nih.gov/30527993/,dietary-pattern-longevity__high_design,active_candidate_needs_review,false,,false,false,,2026-05-12,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-30529432,Insomnia and mortality: A meta-analysis.,,2019,PubMed,30529432,,10.1016/j.smrv.2018.10.004,https://pubmed.ncbi.nlm.nih.gov/30529432/,sleep-aging__high_design,selected_finding_draft,true,sleep-aging,true,false,,2026-04-29,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-30530672,SREBP-1a-stimulated lipid synthesis is required for macrophage phagocytosis downstream of TLR4-directed mTORC1.,,2018,PubMed,30530672,,10.1073/pnas.1813458115,https://pubmed.ncbi.nlm.nih.gov/30530672/,itp-mouse-lifespan__high_weight_journal,active_candidate_needs_review,false,,false,false,,2026-04-29,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-30531607,Preoperative rehabilitation for thoracic surgery.,,2019,PubMed,30531607,,10.1097/ACO.0000000000000668,https://pubmed.ncbi.nlm.nih.gov/30531607/,cardiorespiratory-fitness__recent_review_trial,active_candidate_needs_review,false,,false,false,,2026-04-29,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-30545444,Modulation of senoinflammation by calorie restriction based on biochemical and Omics big data analysis.,,2019,PubMed,30545444,,10.5483/BMBRep.2019.52.1.301,https://pubmed.ncbi.nlm.nih.gov/30545444/,caloric-restriction-human__recent_review_trial,active_candidate_needs_review,false,,false,false,,2026-05-12,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-30547350,Insomnia and cardiorespiratory fitness in a middle-aged population: the SCAPIS pilot study.,,2019,PubMed,30547350,,10.1007/s11325-018-1765-9,https://pubmed.ncbi.nlm.nih.gov/30547350/,sleep-aging__high_design,active_candidate_needs_review,false,,false,false,,2026-05-12,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-30548390,Metformin inhibits mitochondrial adaptations to aerobic exercise training in older adults.,,2019,PubMed,30548390,,10.1111/acel.12880,https://pubmed.ncbi.nlm.nih.gov/30548390/,metformin-aging__high_weight_journal,active_candidate_needs_review,false,,false,false,,2026-05-12,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-30549299,Treating osteosarcoma with CAR T cells.,,2019,PubMed,30549299,,10.1111/sji.12741,https://pubmed.ncbi.nlm.nih.gov/30549299/,klotho-il11-aging__recent_review_trial,active_candidate_needs_review,false,,false,false,,2026-04-29,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-30557475,[The pathophysiological importance and therapeutic potential of NAD' biosynthesis and mitochondrial sirtuin SIRT3 in age-associated diseases].,,2016,PubMed,30557475,,,https://pubmed.ncbi.nlm.nih.gov/30557475/,nad-nmn-nr-aging__recent_review_trial,active_candidate_needs_review,false,,false,false,,2026-05-12,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-30557477,[Autophagy and ageing].,,2016,PubMed,30557477,,,https://pubmed.ncbi.nlm.nih.gov/30557477/,autophagy-mitophagy__recent_review_trial,active_candidate_needs_review,false,,false,false,,2026-05-12,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-30557493,[iPSCs and aging].,,2016,PubMed,30557493,,,https://pubmed.ncbi.nlm.nih.gov/30557493/,partial-reprogramming__recent_review_trial,active_candidate_needs_review,false,,false,false,,2026-04-29,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-30560736,"Associations of evolutionary-concordance diet, Mediterranean diet and evolutionary-concordance lifestyle pattern scores with all-cause and cause-specific mortality.",,2026,PubMed,30560736,,10.1017/S0007114518003483,https://pubmed.ncbi.nlm.nih.gov/30560736/,dietary-pattern-longevity__high_design,active_candidate_needs_review,false,,false,false,,2026-05-12,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-30563106,Mitochondrial Dynamics in Stem Cells and Differentiation.,,2018,PubMed,30563106,,10.3390/ijms19123893,https://pubmed.ncbi.nlm.nih.gov/30563106/,partial-reprogramming__recent_review_trial,active_candidate_needs_review,false,,false,false,,2026-04-29,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-30563829,Rapamycin Prevents Surgery-Induced Immune Dysfunction in Patients with Bladder Cancer.,,2019,PubMed,30563829,PMC6926429,10.1158/2326-6066.CIR-18-0336,https://pubmed.ncbi.nlm.nih.gov/30563829/,rapamycin-mtor-aging__high_design,selected_finding_draft,true,rapamycin-mtor-aging,true,false,,2026-04-29,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-30563932,"PRE-surgical Metformin In Uterine Malignancy (PREMIUM): a Multi-Center, Randomized Double-Blind, Placebo-Controlled Phase III Trial.",,2019,PubMed,30563932,PMC6586555,10.1158/1078-0432.CCR-18-3339,https://pubmed.ncbi.nlm.nih.gov/30563932/,metformin-aging__high_design,selected_finding_draft,true,metformin-aging,false,false,,2026-05-12,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-30566007,Metformin Improves Insulin Sensitivity and Vascular Health in Youth With Type 1 Diabetes Mellitus.,,2018,PubMed,30566007,,10.1161/CIRCULATIONAHA.118.035525,https://pubmed.ncbi.nlm.nih.gov/30566007/,metformin-aging__high_weight_journal,active_candidate_needs_review,false,,false,false,,2026-05-12,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-30566183,Association of Educational Attainment and Cardiovascular Risk in Hispanic Individuals: Findings From the Cooper Center Longitudinal Study.,,2019,PubMed,30566183,,10.1001/jamacardio.2018.4294,https://pubmed.ncbi.nlm.nih.gov/30566183/,cardiorespiratory-fitness__high_design,active_candidate_needs_review,false,,false,false,,2026-04-29,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-30566939,Functions of the Microbiota for the Physiology of Animal Metaorganisms.,,2019,PubMed,30566939,,10.1159/000495115,https://pubmed.ncbi.nlm.nih.gov/30566939/,microbiome-inflammaging__recent_review_trial,active_candidate_needs_review,false,,false,false,,2026-05-12,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-30575956,Physical exercise for people with cirrhosis.,,2018,PubMed,30575956,,10.1002/14651858.CD012678.pub2,https://pubmed.ncbi.nlm.nih.gov/30575956/,physical-activity-healthspan__high_design,active_candidate_needs_review,false,,false,false,,2026-04-29,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-30583296,Catheter Ablation of Atrial Fibrillation in Patients With Heart Failure: A Meta-analysis of Randomized Controlled Trials.,,2019,PubMed,30583296,,10.7326/M18-0992,https://pubmed.ncbi.nlm.nih.gov/30583296/,cardiorespiratory-fitness__high_weight_journal,active_candidate_needs_review,false,,false,false,,2026-04-29,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-30592787,Alpha-glucosidase inhibitors for prevention or delay of type 2 diabetes mellitus and its associated complications in people at increased risk of developing type 2 diabetes mellitus.,,2018,PubMed,30592787,,10.1002/14651858.CD005061.pub3,https://pubmed.ncbi.nlm.nih.gov/30592787/,metformin-aging__high_design,active_candidate_needs_review,false,,false,false,,2026-05-12,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-30602763,Turning back time with emerging rejuvenation strategies.,,2019,PubMed,30602763,,10.1038/s41556-018-0206-0,https://pubmed.ncbi.nlm.nih.gov/30602763/,partial-reprogramming__recent_review_trial,active_candidate_needs_review,false,,false,false,,2026-04-29,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-30606062,Cognitive Impact of Cerebral Small Vessel Disease Changes in Patients With Hypertension.,,2019,PubMed,30606062,,10.1161/HYPERTENSIONAHA.118.12090,https://pubmed.ncbi.nlm.nih.gov/30606062/,blood-pressure-aging__high_design,active_candidate_needs_review,false,,false,false,,2026-04-29,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-30609721,mTOR: A Cellular Regulator Interface in Health and Disease.,,2019,PubMed,30609721,PMC6356367,10.3390/cells8010018,https://pubmed.ncbi.nlm.nih.gov/30609721/,rapamycin-mtor-aging__recent_review_trial,selected_finding_draft,true,rapamycin-mtor-aging,false,false,,2026-04-29,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-30610883,Furthering Precision Medicine Genomics With Healthy Living Medicine.,,2019,PubMed,30610883,,10.1016/j.pcad.2018.12.009,https://pubmed.ncbi.nlm.nih.gov/30610883/,cardiorespiratory-fitness__recent_review_trial,active_candidate_needs_review,false,,false,false,,2026-05-12,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-30612110,"Effects of exercise interventions on cardiovascular health in individuals with chronic, motor complete spinal cord injury: protocol for a randomised controlled trial [Cardiovascular Health/Outcomes: Improvements Created by Exercise and education in SCI (CHOICES) Study].",,2019,PubMed,30612110,,10.1136/bmjopen-2018-023540,https://pubmed.ncbi.nlm.nih.gov/30612110/,cardiorespiratory-fitness__recent_review_trial,active_candidate_needs_review,false,,false,false,,2026-05-12,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-30612451,High-Phosphate Diet Induces Exercise Intolerance and Impairs Fatty Acid Metabolism in Mice.,,2019,PubMed,30612451,,10.1161/CIRCULATIONAHA.118.037550,https://pubmed.ncbi.nlm.nih.gov/30612451/,cardiorespiratory-fitness__high_weight_journal,active_candidate_needs_review,false,,false,false,,2026-05-12,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
