supplement_id,name_zh,name_en,category,longevity_evidence_level,skin_beauty_evidence_level,longevity_endpoint_class,skin_endpoint_class,supported_claim_zh,unsupported_claim_zh,safety_notes_zh,medical_supervision_needed,commercial_overclaim_risk,summary_zh,summary_en,status,last_checked
rhodiola,红景天,Rhodiola,botanical_adaptogen,D,D,L2/M,M,可作为疲劳和压力候选线索。,不支持延寿或增强免疫确定有效。,精神症状和用药相互作用需谨慎。,true,high,红景天：健康寿命证据草判 D；皮肤美容证据草判 D。可作为疲劳和压力候选线索。,Rhodiola: draft longevity evidence D; draft skin/beauty evidence D. Not a dosing or product recommendation.,public_draft_not_fully_reviewed,2026-04-28
ginseng,人参,Ginseng,botanical,C,D,L2/M,M,可作为疲劳、血糖和认知候选证据。,不支持包治百病或延寿。,血糖、血压、抗凝药和失眠风险需注意。,true,high,人参：健康寿命证据草判 C；皮肤美容证据草判 D。可作为疲劳、血糖和认知候选证据。,Ginseng: draft longevity evidence C; draft skin/beauty evidence D. Not a dosing or product recommendation.,public_draft_not_fully_reviewed,2026-04-28
maca,玛咖,Maca,botanical,D,D,M,M,可作为性健康和主观活力候选线索。,不支持抗衰、增睾或美容确定有效。,内分泌相关疾病人群需谨慎。,false,high,玛咖：健康寿命证据草判 D；皮肤美容证据草判 D。可作为性健康和主观活力候选线索。,Maca: draft longevity evidence D; draft skin/beauty evidence D. Not a dosing or product recommendation.,public_draft_not_fully_reviewed,2026-04-28
ginkgo,银杏,Ginkgo,botanical,C,D,L2/M,M,可作为认知和循环相关候选证据。,不支持预防痴呆、延寿或美容。,抗凝药、手术前和出血风险人群需谨慎。,true,high,银杏：健康寿命证据草判 C；皮肤美容证据草判 D。可作为认知和循环相关候选证据。,Ginkgo: draft longevity evidence C; draft skin/beauty evidence D. Not a dosing or product recommendation.,public_draft_not_fully_reviewed,2026-04-28
bacopa,婆罗米,Bacopa,botanical,C,D,L2/M,M,可作为认知相关候选证据。,不支持抗衰或治疗认知障碍。,胃肠反应、镇静和药物相互作用需注意。,true,high,婆罗米：健康寿命证据草判 C；皮肤美容证据草判 D。可作为认知相关候选证据。,Bacopa: draft longevity evidence C; draft skin/beauty evidence D. Not a dosing or product recommendation.,public_draft_not_fully_reviewed,2026-04-28
lions-mane,猴头菇,Lion's Mane,mushroom,D,D,M,M,可作为神经和认知候选线索。,不支持神经再生、延寿或美容确定有效。,过敏、产品质量和证据不足需提示。,false,high,猴头菇：健康寿命证据草判 D；皮肤美容证据草判 D。可作为神经和认知候选线索。,Lion's Mane: draft longevity evidence D; draft skin/beauty evidence D. Not a dosing or product recommendation.,public_draft_not_fully_reviewed,2026-04-28
berberine,小檗碱,Berberine,botanical_alkaloid,B,D,L2,M,可作为血糖、血脂和代谢候选证据。,不支持替代降糖/降脂药或延寿。,药物相互作用多，孕期和慢病用药人群需医生评估。,true,high,小檗碱：健康寿命证据草判 B；皮肤美容证据草判 D。可作为血糖、血脂和代谢候选证据。,Berberine: draft longevity evidence B; draft skin/beauty evidence D. Not a dosing or product recommendation.,public_draft_not_fully_reviewed,2026-04-28
cinnamon,肉桂,Cinnamon,botanical,C,D,L2/M,M,可作为血糖候选证据。,不支持治疗糖尿病或延寿。,香豆素、肝病和药物相互作用需注意。,true,high,肉桂：健康寿命证据草判 C；皮肤美容证据草判 D。可作为血糖候选证据。,Cinnamon: draft longevity evidence C; draft skin/beauty evidence D. Not a dosing or product recommendation.,public_draft_not_fully_reviewed,2026-04-28
garlic-extract,大蒜提取物,Garlic Extract,botanical,C,D,L2/M,M,可作为血脂、血压和心血管风险候选证据。,不支持替代降压/降脂治疗或延寿。,抗凝药、手术前和胃肠反应需注意。,true,medium,大蒜提取物：健康寿命证据草判 C；皮肤美容证据草判 D。可作为血脂、血压和心血管风险候选证据。,Garlic Extract: draft longevity evidence C; draft skin/beauty evidence D. Not a dosing or product recommendation.,public_draft_not_fully_reviewed,2026-04-28
plant-sterols,植物甾醇,Plant Sterols,lipid_lowering,B,D,L2,M,可支持 LDL-C 降低相关证据。,不支持直接降低死亡风险或美容。,不替代总体饮食和医学降脂策略。,false,medium,植物甾醇：健康寿命证据草判 B；皮肤美容证据草判 D。可支持 LDL-C 降低相关证据。,Plant Sterols: draft longevity evidence B; draft skin/beauty evidence D. Not a dosing or product recommendation.,public_draft_not_fully_reviewed,2026-04-28
red-yeast-rice,红曲米,Red Yeast Rice,lipid_lowering,B,D,L2,M,可支持 LDL-C 相关候选证据。,不支持作为安全天然替代他汀。,含类他汀成分和污染风险，需医生评估。,true,high,红曲米：健康寿命证据草判 B；皮肤美容证据草判 D。可支持 LDL-C 相关候选证据。,Red Yeast Rice: draft longevity evidence B; draft skin/beauty evidence D. Not a dosing or product recommendation.,public_draft_not_fully_reviewed,2026-04-28
policosanol,普利醇,Policosanol,lipid_lowering,D,D,L2/M,M,可作为血脂候选线索。,不支持降脂或延寿确定有效。,证据不一致，不能替代标准治疗。,true,high,普利醇：健康寿命证据草判 D；皮肤美容证据草判 D。可作为血脂候选线索。,Policosanol: draft longevity evidence D; draft skin/beauty evidence D. Not a dosing or product recommendation.,public_draft_not_fully_reviewed,2026-04-28
milk-thistle,水飞蓟,Milk Thistle,botanical,C,D,L2/M,M,可作为肝功能相关候选证据。,不支持护肝排毒、延寿或美容。,肝病治疗需医生评估，注意药物相互作用。,true,high,水飞蓟：健康寿命证据草判 C；皮肤美容证据草判 D。可作为肝功能相关候选证据。,Milk Thistle: draft longevity evidence C; draft skin/beauty evidence D. Not a dosing or product recommendation.,public_draft_not_fully_reviewed,2026-04-28
saw-palmetto,锯棕榈,Saw Palmetto,botanical,C,D,L2,M,可作为前列腺症状候选证据。,不支持抗衰、增发或激素调节确定有效。,前列腺症状需排除严重疾病。,true,high,锯棕榈：健康寿命证据草判 C；皮肤美容证据草判 D。可作为前列腺症状候选证据。,Saw Palmetto: draft longevity evidence C; draft skin/beauty evidence D. Not a dosing or product recommendation.,public_draft_not_fully_reviewed,2026-04-28
cranberry,蔓越莓,Cranberry,botanical,C,D,L2,M,可作为尿路感染复发预防候选证据。,不支持抗衰、美容或治疗感染。,抗凝药和肾结石风险人群需谨慎。,true,medium,蔓越莓：健康寿命证据草判 C；皮肤美容证据草判 D。可作为尿路感染复发预防候选证据。,Cranberry: draft longevity evidence C; draft skin/beauty evidence D. Not a dosing or product recommendation.,public_draft_not_fully_reviewed,2026-04-28
d-mannose,D-甘露糖,D-Mannose,urogenital,C,D,L2,M,可作为尿路感染复发预防候选证据。,不支持治疗感染或抗衰。,糖尿病和反复感染人群需医生评估。,true,medium,D-甘露糖：健康寿命证据草判 C；皮肤美容证据草判 D。可作为尿路感染复发预防候选证据。,D-Mannose: draft longevity evidence C; draft skin/beauty evidence D. Not a dosing or product recommendation.,public_draft_not_fully_reviewed,2026-04-28
peppermint-oil,薄荷油,Peppermint Oil,botanical,B,D,L2,M,可作为肠易激症状候选证据。,不支持抗衰、美容或长期随意使用。,胃食管反流、儿童和孕期需谨慎。,true,medium,薄荷油：健康寿命证据草判 B；皮肤美容证据草判 D。可作为肠易激症状候选证据。,Peppermint Oil: draft longevity evidence B; draft skin/beauty evidence D. Not a dosing or product recommendation.,public_draft_not_fully_reviewed,2026-04-28
ginger,姜,Ginger,botanical,C,D,L2/M,M,可作为恶心、炎症和代谢候选证据。,不支持延寿或美容逆龄。,抗凝药和胃肠耐受需注意。,true,medium,姜：健康寿命证据草判 C；皮肤美容证据草判 D。可作为恶心、炎症和代谢候选证据。,Ginger: draft longevity evidence C; draft skin/beauty evidence D. Not a dosing or product recommendation.,public_draft_not_fully_reviewed,2026-04-28
spirulina,螺旋藻,Spirulina,algae,D,D,M,M,可作为营养和代谢候选线索。,不支持排毒、抗衰或美容确定有效。,污染、免疫疾病和产品质量风险需提示。,false,high,螺旋藻：健康寿命证据草判 D；皮肤美容证据草判 D。可作为营养和代谢候选线索。,Spirulina: draft longevity evidence D; draft skin/beauty evidence D. Not a dosing or product recommendation.,public_draft_not_fully_reviewed,2026-04-28
chlorella,小球藻,Chlorella,algae,D,D,M,M,可作为营养候选线索。,不支持排毒、延寿或美容。,污染、免疫疾病和抗凝药人群需谨慎。,true,high,小球藻：健康寿命证据草判 D；皮肤美容证据草判 D。可作为营养候选线索。,Chlorella: draft longevity evidence D; draft skin/beauty evidence D. Not a dosing or product recommendation.,public_draft_not_fully_reviewed,2026-04-28
moringa,辣木,Moringa,botanical,D,D,M,M,可作为营养和代谢候选线索。,不支持抗衰、降糖或美容确定有效。,孕期、用药和产品质量需注意。,false,high,辣木：健康寿命证据草判 D；皮肤美容证据草判 D。可作为营养和代谢候选线索。,Moringa: draft longevity evidence D; draft skin/beauty evidence D. Not a dosing or product recommendation.,public_draft_not_fully_reviewed,2026-04-28
wheatgrass,小麦草,Wheatgrass,botanical,D,D,M,M,可作为营养候选线索。,不支持排毒、抗癌、延寿或美容。,污染和过敏风险需提示。,false,high,小麦草：健康寿命证据草判 D；皮肤美容证据草判 D。可作为营养候选线索。,Wheatgrass: draft longevity evidence D; draft skin/beauty evidence D. Not a dosing or product recommendation.,public_draft_not_fully_reviewed,2026-04-28
beetroot,甜菜根,Beetroot / Nitrate,sports_nutrition,B,D,L2,M,可支持血压和运动表现相关候选证据。,不支持延寿或美容。,低血压、肾结石风险和用药人群需谨慎。,true,medium,甜菜根：健康寿命证据草判 B；皮肤美容证据草判 D。可支持血压和运动表现相关候选证据。,Beetroot / Nitrate: draft longevity evidence B; draft skin/beauty evidence D. Not a dosing or product recommendation.,public_draft_not_fully_reviewed,2026-04-28
cocoa-flavanols,可可黄烷醇,Cocoa Flavanols,polyphenol,C,C,L2/M,S2/M,可作为血管功能和皮肤光保护候选证据。,不支持巧克力延寿或美容逆龄。,糖脂负担和配方差异需区分。,false,high,可可黄烷醇：健康寿命证据草判 C；皮肤美容证据草判 C。可作为血管功能和皮肤光保护候选证据。,Cocoa Flavanols: draft longevity evidence C; draft skin/beauty evidence C. Not a dosing or product recommendation.,public_draft_not_fully_reviewed,2026-04-28
olive-leaf,橄榄叶提取物,Olive Leaf Extract,botanical,D,D,M,M,可作为血压、代谢和抗氧化候选线索。,不支持替代降压药、延寿或美容。,低血压和用药相互作用需注意。,true,high,橄榄叶提取物：健康寿命证据草判 D；皮肤美容证据草判 D。可作为血压、代谢和抗氧化候选线索。,Olive Leaf Extract: draft longevity evidence D; draft skin/beauty evidence D. Not a dosing or product recommendation.,public_draft_not_fully_reviewed,2026-04-28
black-seed-oil,黑种草籽油,Black Seed Oil,botanical_oil,C,D,L2/M,M,可作为炎症和代谢候选证据。,不支持治疗疾病、延寿或美容。,药物相互作用、孕期和肝肾风险需注意。,true,high,黑种草籽油：健康寿命证据草判 C；皮肤美容证据草判 D。可作为炎症和代谢候选证据。,Black Seed Oil: draft longevity evidence C; draft skin/beauty evidence D. Not a dosing or product recommendation.,public_draft_not_fully_reviewed,2026-04-28
evening-primrose-oil,月见草油,Evening Primrose Oil,fatty_acid,C,C,L2/M,S1/M,可作为皮肤干燥、湿疹和女性健康候选证据。,不支持抗衰或美容确定有效。,抗凝药、癫痫和孕期需谨慎。,true,high,月见草油：健康寿命证据草判 C；皮肤美容证据草判 C。可作为皮肤干燥、湿疹和女性健康候选证据。,Evening Primrose Oil: draft longevity evidence C; draft skin/beauty evidence C. Not a dosing or product recommendation.,public_draft_not_fully_reviewed,2026-04-28
borage-oil,琉璃苣油,Borage Oil,fatty_acid,C,C,L2/M,S1/M,可作为皮肤屏障和炎症候选证据。,不支持抗衰或美容确定有效。,需注意肝毒性污染物和抗凝风险。,true,high,琉璃苣油：健康寿命证据草判 C；皮肤美容证据草判 C。可作为皮肤屏障和炎症候选证据。,Borage Oil: draft longevity evidence C; draft skin/beauty evidence C. Not a dosing or product recommendation.,public_draft_not_fully_reviewed,2026-04-28
cla,共轭亚油酸,Conjugated Linoleic Acid,fatty_acid,D,D,L2/M,M,可作为体成分候选线索。,不支持减脂、延寿或美容确定有效。,可能影响胰岛素敏感性和血脂，需谨慎。,true,high,共轭亚油酸：健康寿命证据草判 D；皮肤美容证据草判 D。可作为体成分候选线索。,Conjugated Linoleic Acid: draft longevity evidence D; draft skin/beauty evidence D. Not a dosing or product recommendation.,public_draft_not_fully_reviewed,2026-04-28
mct-oil,MCT 油,MCT Oil,fat,C,D,L2/M,M,可作为能量代谢和特定饮食场景候选证据。,不支持减肥、延寿或美容。,胃肠反应和热量负担需注意。,false,high,MCT 油：健康寿命证据草判 C；皮肤美容证据草判 D。可作为能量代谢和特定饮食场景候选证据。,MCT Oil: draft longevity evidence C; draft skin/beauty evidence D. Not a dosing or product recommendation.,public_draft_not_fully_reviewed,2026-04-28
sam-e,SAM-e,S-Adenosylmethionine,methylation,C,D,L2/M,M,可作为情绪、关节和肝功能候选证据。,不支持抗衰或美容。,躁郁风险、抗抑郁药相互作用需医生评估。,true,high,SAM-e：健康寿命证据草判 C；皮肤美容证据草判 D。可作为情绪、关节和肝功能候选证据。,S-Adenosylmethionine: draft longevity evidence C; draft skin/beauty evidence D. Not a dosing or product recommendation.,public_draft_not_fully_reviewed,2026-04-28
inositol,肌醇,Inositol,metabolic,C,D,L2/M,M,可作为 PCOS 和代谢候选证据。,不支持抗衰、美容或所有女性泛用。,糖代谢用药和孕期需评估。,true,medium,肌醇：健康寿命证据草判 C；皮肤美容证据草判 D。可作为 PCOS 和代谢候选证据。,Inositol: draft longevity evidence C; draft skin/beauty evidence D. Not a dosing or product recommendation.,public_draft_not_fully_reviewed,2026-04-28
phosphatidylserine,磷脂酰丝氨酸,Phosphatidylserine,cognition,D,D,M,M,可作为认知和压力候选线索。,不支持预防痴呆或延寿。,证据有限，产品来源和用药人群需注意。,false,high,磷脂酰丝氨酸：健康寿命证据草判 D；皮肤美容证据草判 D。可作为认知和压力候选线索。,Phosphatidylserine: draft longevity evidence D; draft skin/beauty evidence D. Not a dosing or product recommendation.,public_draft_not_fully_reviewed,2026-04-28
citicoline,胞磷胆碱,Citicoline,cognition,C,D,L2/M,M,可作为认知和神经恢复候选证据。,不支持聪明药、延寿或美容。,神经系统疾病和用药人群需医生评估。,true,high,胞磷胆碱：健康寿命证据草判 C；皮肤美容证据草判 D。可作为认知和神经恢复候选证据。,Citicoline: draft longevity evidence C; draft skin/beauty evidence D. Not a dosing or product recommendation.,public_draft_not_fully_reviewed,2026-04-28
choline,胆碱,Choline,nutrient,C,D,L2/M,M,可作为营养和肝脂代谢候选证据。,不支持延寿或美容。,高摄入、TMAO 风险和鱼腥味副作用需注意。,false,medium,胆碱：健康寿命证据草判 C；皮肤美容证据草判 D。可作为营养和肝脂代谢候选证据。,Choline: draft longevity evidence C; draft skin/beauty evidence D. Not a dosing or product recommendation.,public_draft_not_fully_reviewed,2026-04-28
l-theanine,L-茶氨酸,L-Theanine,relaxation,C,D,L2/M,M,可作为压力、睡眠和注意力候选证据。,不支持抗衰或治疗焦虑失眠。,镇静药物和驾驶安全需注意。,false,medium,L-茶氨酸：健康寿命证据草判 C；皮肤美容证据草判 D。可作为压力、睡眠和注意力候选证据。,L-Theanine: draft longevity evidence C; draft skin/beauty evidence D. Not a dosing or product recommendation.,public_draft_not_fully_reviewed,2026-04-28
tryptophan,色氨酸,Tryptophan,sleep_mood,C,D,L2/M,M,可作为睡眠和情绪相关候选证据。,不支持抗衰或美容。,与抗抑郁药同用需注意血清素风险。,true,high,色氨酸：健康寿命证据草判 C；皮肤美容证据草判 D。可作为睡眠和情绪相关候选证据。,Tryptophan: draft longevity evidence C; draft skin/beauty evidence D. Not a dosing or product recommendation.,public_draft_not_fully_reviewed,2026-04-28
5-htp,5-HTP,5-HTP,sleep_mood,C,D,L2/M,M,可作为睡眠和情绪候选线索。,不支持治疗抑郁、减肥或抗衰。,抗抑郁药同用风险较高，需医生评估。,true,high,5-HTP：健康寿命证据草判 C；皮肤美容证据草判 D。可作为睡眠和情绪候选线索。,5-HTP: draft longevity evidence C; draft skin/beauty evidence D. Not a dosing or product recommendation.,public_draft_not_fully_reviewed,2026-04-28
valerian,缬草,Valerian,sleep_botanical,C,D,L2/M,M,可作为睡眠候选证据。,不支持长期治疗失眠或抗衰。,镇静叠加、驾驶和肝脏安全需注意。,true,medium,缬草：健康寿命证据草判 C；皮肤美容证据草判 D。可作为睡眠候选证据。,Valerian: draft longevity evidence C; draft skin/beauty evidence D. Not a dosing or product recommendation.,public_draft_not_fully_reviewed,2026-04-28
