date,source,query,result_count,new_candidates,included_count,notes
2026-04-29,PubMed,"((""Mediterranean diet"" OR ""dietary pattern"" OR ""diet quality"" OR ""ultra-processed food"" OR ""plant-based diet"") AND (mortality OR longevity OR ""healthy aging"")) AND (""The New England journal of medicine""[Journal] OR ""Lancet""[Journal] OR ""JAMA""[Journal] OR ""BMJ""[Journal] OR ""Annals of internal medicine""[Journal] OR ""Nature medicine""[Journal] OR ""Science""[Journal] OR ""Nature""[Journal] OR ""Cell""[Journal] OR ""Circulation""[Journal] OR ""European heart journal""[Journal] OR ""Journal of the American College of Cardiology""[Journal] OR ""JAMA internal medicine""[Journal] OR ""JAMA cardiology""[Journal] OR ""Lancet public health""[Journal] OR ""Lancet diabetes & endocrinology""[Journal] OR ""Cochrane database of systematic reviews""[Journal] OR ""Nature aging""[Journal] OR ""Aging cell""[Journal] OR ""GeroScience""[Journal] OR ""Proceedings of the National Academy of Sciences of the United States of America""[Journal] OR ""Science translational medicine""[Journal])",50,49,0,dietary-pattern-longevity__high_weight_journal
2026-04-29,PubMed,"((""Mediterranean diet"" OR ""dietary pattern"" OR ""diet quality"" OR ""ultra-processed food"" OR ""plant-based diet"") AND (mortality OR longevity OR ""healthy aging"")) AND (""systematic review""[Publication Type] OR ""meta-analysis""[Publication Type] OR ""randomized controlled trial""[Publication Type] OR cohort[Title/Abstract] OR ""Mendelian randomization""[Title/Abstract] OR ""umbrella review""[Title/Abstract])",150,136,0,dietary-pattern-longevity__high_design
2026-04-29,PubMed,"((""Mediterranean diet"" OR ""dietary pattern"" OR ""diet quality"" OR ""ultra-processed food"" OR ""plant-based diet"") AND (mortality OR longevity OR ""healthy aging"")) AND (review[Title/Abstract] OR trial[Title/Abstract] OR cohort[Title/Abstract] OR ""systematic review""[Title/Abstract] OR ""meta-analysis""[Title/Abstract])",150,50,0,dietary-pattern-longevity__recent_review_trial
2026-04-29,PubMed,"((""caloric restriction"" OR ""calorie restriction"" OR ""dietary restriction"") AND (aging OR ""biological aging"" OR ""metabolic health"") AND (human OR adults OR trial)) AND (""The New England journal of medicine""[Journal] OR ""Lancet""[Journal] OR ""JAMA""[Journal] OR ""BMJ""[Journal] OR ""Annals of internal medicine""[Journal] OR ""Nature medicine""[Journal] OR ""Science""[Journal] OR ""Nature""[Journal] OR ""Cell""[Journal] OR ""Circulation""[Journal] OR ""European heart journal""[Journal] OR ""Journal of the American College of Cardiology""[Journal] OR ""JAMA internal medicine""[Journal] OR ""JAMA cardiology""[Journal] OR ""Lancet public health""[Journal] OR ""Lancet diabetes & endocrinology""[Journal] OR ""Cochrane database of systematic reviews""[Journal] OR ""Nature aging""[Journal] OR ""Aging cell""[Journal] OR ""GeroScience""[Journal] OR ""Proceedings of the National Academy of Sciences of the United States of America""[Journal] OR ""Science translational medicine""[Journal])",50,47,0,caloric-restriction-human__high_weight_journal
2026-04-29,PubMed,"((""caloric restriction"" OR ""calorie restriction"" OR ""dietary restriction"") AND (aging OR ""biological aging"" OR ""metabolic health"") AND (human OR adults OR trial)) AND (""systematic review""[Publication Type] OR ""meta-analysis""[Publication Type] OR ""randomized controlled trial""[Publication Type] OR cohort[Title/Abstract] OR ""Mendelian randomization""[Title/Abstract] OR ""umbrella review""[Title/Abstract])",150,144,0,caloric-restriction-human__high_design
2026-04-29,PubMed,"((""caloric restriction"" OR ""calorie restriction"" OR ""dietary restriction"") AND (aging OR ""biological aging"" OR ""metabolic health"") AND (human OR adults OR trial)) AND (review[Title/Abstract] OR trial[Title/Abstract] OR cohort[Title/Abstract] OR ""systematic review""[Title/Abstract] OR ""meta-analysis""[Title/Abstract])",150,122,0,caloric-restriction-human__recent_review_trial
2026-04-29,PubMed,"((""time-restricted eating"" OR ""time restricted feeding"" OR ""intermittent fasting"") AND (metabolic OR aging OR obesity OR mortality)) AND (""The New England journal of medicine""[Journal] OR ""Lancet""[Journal] OR ""JAMA""[Journal] OR ""BMJ""[Journal] OR ""Annals of internal medicine""[Journal] OR ""Nature medicine""[Journal] OR ""Science""[Journal] OR ""Nature""[Journal] OR ""Cell""[Journal] OR ""Circulation""[Journal] OR ""European heart journal""[Journal] OR ""Journal of the American College of Cardiology""[Journal] OR ""JAMA internal medicine""[Journal] OR ""JAMA cardiology""[Journal] OR ""Lancet public health""[Journal] OR ""Lancet diabetes & endocrinology""[Journal] OR ""Cochrane database of systematic reviews""[Journal] OR ""Nature aging""[Journal] OR ""Aging cell""[Journal] OR ""GeroScience""[Journal] OR ""Proceedings of the National Academy of Sciences of the United States of America""[Journal] OR ""Science translational medicine""[Journal])",50,44,0,time-restricted-eating__high_weight_journal
2026-04-29,PubMed,"((""time-restricted eating"" OR ""time restricted feeding"" OR ""intermittent fasting"") AND (metabolic OR aging OR obesity OR mortality)) AND (""systematic review""[Publication Type] OR ""meta-analysis""[Publication Type] OR ""randomized controlled trial""[Publication Type] OR cohort[Title/Abstract] OR ""Mendelian randomization""[Title/Abstract] OR ""umbrella review""[Title/Abstract])",150,128,0,time-restricted-eating__high_design
2026-04-29,PubMed,"((""time-restricted eating"" OR ""time restricted feeding"" OR ""intermittent fasting"") AND (metabolic OR aging OR obesity OR mortality)) AND (review[Title/Abstract] OR trial[Title/Abstract] OR cohort[Title/Abstract] OR ""systematic review""[Title/Abstract] OR ""meta-analysis""[Title/Abstract])",150,78,0,time-restricted-eating__recent_review_trial
2026-04-29,PubMed,"((semaglutide OR tirzepatide OR ""GLP-1 receptor agonist"" OR liraglutide) AND (mortality OR cardiovascular OR obesity OR ""kidney outcomes"")) AND (""The New England journal of medicine""[Journal] OR ""Lancet""[Journal] OR ""JAMA""[Journal] OR ""BMJ""[Journal] OR ""Annals of internal medicine""[Journal] OR ""Nature medicine""[Journal] OR ""Science""[Journal] OR ""Nature""[Journal] OR ""Cell""[Journal] OR ""Circulation""[Journal] OR ""European heart journal""[Journal] OR ""Journal of the American College of Cardiology""[Journal] OR ""JAMA internal medicine""[Journal] OR ""JAMA cardiology""[Journal] OR ""Lancet public health""[Journal] OR ""Lancet diabetes & endocrinology""[Journal] OR ""Cochrane database of systematic reviews""[Journal] OR ""Nature aging""[Journal] OR ""Aging cell""[Journal] OR ""GeroScience""[Journal] OR ""Proceedings of the National Academy of Sciences of the United States of America""[Journal] OR ""Science translational medicine""[Journal])",50,47,0,glp1-weight-cardiometabolic__high_weight_journal
2026-04-29,PubMed,"((semaglutide OR tirzepatide OR ""GLP-1 receptor agonist"" OR liraglutide) AND (mortality OR cardiovascular OR obesity OR ""kidney outcomes"")) AND (""systematic review""[Publication Type] OR ""meta-analysis""[Publication Type] OR ""randomized controlled trial""[Publication Type] OR cohort[Title/Abstract] OR ""Mendelian randomization""[Title/Abstract] OR ""umbrella review""[Title/Abstract])",150,121,0,glp1-weight-cardiometabolic__high_design
2026-04-29,PubMed,"((semaglutide OR tirzepatide OR ""GLP-1 receptor agonist"" OR liraglutide) AND (mortality OR cardiovascular OR obesity OR ""kidney outcomes"")) AND (review[Title/Abstract] OR trial[Title/Abstract] OR cohort[Title/Abstract] OR ""systematic review""[Title/Abstract] OR ""meta-analysis""[Title/Abstract])",150,63,0,glp1-weight-cardiometabolic__recent_review_trial
2026-04-29,PubMed,"((metformin) AND (aging OR longevity OR lifespan OR mortality OR ""age-related disease"" OR TAME)) AND (""The New England journal of medicine""[Journal] OR ""Lancet""[Journal] OR ""JAMA""[Journal] OR ""BMJ""[Journal] OR ""Annals of internal medicine""[Journal] OR ""Nature medicine""[Journal] OR ""Science""[Journal] OR ""Nature""[Journal] OR ""Cell""[Journal] OR ""Circulation""[Journal] OR ""European heart journal""[Journal] OR ""Journal of the American College of Cardiology""[Journal] OR ""JAMA internal medicine""[Journal] OR ""JAMA cardiology""[Journal] OR ""Lancet public health""[Journal] OR ""Lancet diabetes & endocrinology""[Journal] OR ""Cochrane database of systematic reviews""[Journal] OR ""Nature aging""[Journal] OR ""Aging cell""[Journal] OR ""GeroScience""[Journal] OR ""Proceedings of the National Academy of Sciences of the United States of America""[Journal] OR ""Science translational medicine""[Journal])",50,46,0,metformin-aging__high_weight_journal
2026-04-29,PubMed,"((metformin) AND (aging OR longevity OR lifespan OR mortality OR ""age-related disease"" OR TAME)) AND (""systematic review""[Publication Type] OR ""meta-analysis""[Publication Type] OR ""randomized controlled trial""[Publication Type] OR cohort[Title/Abstract] OR ""Mendelian randomization""[Title/Abstract] OR ""umbrella review""[Title/Abstract])",150,142,0,metformin-aging__high_design
2026-04-29,PubMed,"((metformin) AND (aging OR longevity OR lifespan OR mortality OR ""age-related disease"" OR TAME)) AND (review[Title/Abstract] OR trial[Title/Abstract] OR cohort[Title/Abstract] OR ""systematic review""[Title/Abstract] OR ""meta-analysis""[Title/Abstract])",150,99,0,metformin-aging__recent_review_trial
2026-04-29,PubMed,"((rapamycin OR sirolimus OR ""mTOR inhibitor"") AND (aging OR longevity OR lifespan OR ""immune aging"")) AND (""The New England journal of medicine""[Journal] OR ""Lancet""[Journal] OR ""JAMA""[Journal] OR ""BMJ""[Journal] OR ""Annals of internal medicine""[Journal] OR ""Nature medicine""[Journal] OR ""Science""[Journal] OR ""Nature""[Journal] OR ""Cell""[Journal] OR ""Circulation""[Journal] OR ""European heart journal""[Journal] OR ""Journal of the American College of Cardiology""[Journal] OR ""JAMA internal medicine""[Journal] OR ""JAMA cardiology""[Journal] OR ""Lancet public health""[Journal] OR ""Lancet diabetes & endocrinology""[Journal] OR ""Cochrane database of systematic reviews""[Journal] OR ""Nature aging""[Journal] OR ""Aging cell""[Journal] OR ""GeroScience""[Journal] OR ""Proceedings of the National Academy of Sciences of the United States of America""[Journal] OR ""Science translational medicine""[Journal])",50,42,0,rapamycin-mtor-aging__high_weight_journal
2026-04-29,PubMed,"((rapamycin OR sirolimus OR ""mTOR inhibitor"") AND (aging OR longevity OR lifespan OR ""immune aging"")) AND (""systematic review""[Publication Type] OR ""meta-analysis""[Publication Type] OR ""randomized controlled trial""[Publication Type] OR cohort[Title/Abstract] OR ""Mendelian randomization""[Title/Abstract] OR ""umbrella review""[Title/Abstract])",89,79,0,rapamycin-mtor-aging__high_design
2026-04-29,PubMed,"((rapamycin OR sirolimus OR ""mTOR inhibitor"") AND (aging OR longevity OR lifespan OR ""immune aging"")) AND (review[Title/Abstract] OR trial[Title/Abstract] OR cohort[Title/Abstract] OR ""systematic review""[Title/Abstract] OR ""meta-analysis""[Title/Abstract])",150,109,0,rapamycin-mtor-aging__recent_review_trial
2026-04-29,PubMed,"((senolytic OR senolytics OR dasatinib OR quercetin OR fisetin) AND (aging OR frailty OR senescence OR fibrosis)) AND (""The New England journal of medicine""[Journal] OR ""Lancet""[Journal] OR ""JAMA""[Journal] OR ""BMJ""[Journal] OR ""Annals of internal medicine""[Journal] OR ""Nature medicine""[Journal] OR ""Science""[Journal] OR ""Nature""[Journal] OR ""Cell""[Journal] OR ""Circulation""[Journal] OR ""European heart journal""[Journal] OR ""Journal of the American College of Cardiology""[Journal] OR ""JAMA internal medicine""[Journal] OR ""JAMA cardiology""[Journal] OR ""Lancet public health""[Journal] OR ""Lancet diabetes & endocrinology""[Journal] OR ""Cochrane database of systematic reviews""[Journal] OR ""Nature aging""[Journal] OR ""Aging cell""[Journal] OR ""GeroScience""[Journal] OR ""Proceedings of the National Academy of Sciences of the United States of America""[Journal] OR ""Science translational medicine""[Journal])",50,47,0,senolytics__high_weight_journal
2026-04-29,PubMed,"((senolytic OR senolytics OR dasatinib OR quercetin OR fisetin) AND (aging OR frailty OR senescence OR fibrosis)) AND (""systematic review""[Publication Type] OR ""meta-analysis""[Publication Type] OR ""randomized controlled trial""[Publication Type] OR cohort[Title/Abstract] OR ""Mendelian randomization""[Title/Abstract] OR ""umbrella review""[Title/Abstract])",109,106,0,senolytics__high_design
2026-04-29,PubMed,"((senolytic OR senolytics OR dasatinib OR quercetin OR fisetin) AND (aging OR frailty OR senescence OR fibrosis)) AND (review[Title/Abstract] OR trial[Title/Abstract] OR cohort[Title/Abstract] OR ""systematic review""[Title/Abstract] OR ""meta-analysis""[Title/Abstract])",150,125,0,senolytics__recent_review_trial
2026-04-29,PubMed,"((""nicotinamide riboside"" OR ""nicotinamide mononucleotide"" OR NMN OR ""NAD precursor"") AND (aging OR ""older adults"" OR metabolic OR mitochondrial)) AND (""The New England journal of medicine""[Journal] OR ""Lancet""[Journal] OR ""JAMA""[Journal] OR ""BMJ""[Journal] OR ""Annals of internal medicine""[Journal] OR ""Nature medicine""[Journal] OR ""Science""[Journal] OR ""Nature""[Journal] OR ""Cell""[Journal] OR ""Circulation""[Journal] OR ""European heart journal""[Journal] OR ""Journal of the American College of Cardiology""[Journal] OR ""JAMA internal medicine""[Journal] OR ""JAMA cardiology""[Journal] OR ""Lancet public health""[Journal] OR ""Lancet diabetes & endocrinology""[Journal] OR ""Cochrane database of systematic reviews""[Journal] OR ""Nature aging""[Journal] OR ""Aging cell""[Journal] OR ""GeroScience""[Journal] OR ""Proceedings of the National Academy of Sciences of the United States of America""[Journal] OR ""Science translational medicine""[Journal])",50,47,0,nad-nmn-nr-aging__high_weight_journal
2026-04-29,PubMed,"((""nicotinamide riboside"" OR ""nicotinamide mononucleotide"" OR NMN OR ""NAD precursor"") AND (aging OR ""older adults"" OR metabolic OR mitochondrial)) AND (""systematic review""[Publication Type] OR ""meta-analysis""[Publication Type] OR ""randomized controlled trial""[Publication Type] OR cohort[Title/Abstract] OR ""Mendelian randomization""[Title/Abstract] OR ""umbrella review""[Title/Abstract])",94,82,0,nad-nmn-nr-aging__high_design
2026-04-29,PubMed,"((""nicotinamide riboside"" OR ""nicotinamide mononucleotide"" OR NMN OR ""NAD precursor"") AND (aging OR ""older adults"" OR metabolic OR mitochondrial)) AND (review[Title/Abstract] OR trial[Title/Abstract] OR cohort[Title/Abstract] OR ""systematic review""[Title/Abstract] OR ""meta-analysis""[Title/Abstract])",150,113,0,nad-nmn-nr-aging__recent_review_trial
2026-04-29,PubMed,"((""epigenetic clock"" OR ""DNA methylation age"" OR ""biological age"" OR ""aging clock"") AND (mortality OR disease OR intervention OR prediction)) AND (""The New England journal of medicine""[Journal] OR ""Lancet""[Journal] OR ""JAMA""[Journal] OR ""BMJ""[Journal] OR ""Annals of internal medicine""[Journal] OR ""Nature medicine""[Journal] OR ""Science""[Journal] OR ""Nature""[Journal] OR ""Cell""[Journal] OR ""Circulation""[Journal] OR ""European heart journal""[Journal] OR ""Journal of the American College of Cardiology""[Journal] OR ""JAMA internal medicine""[Journal] OR ""JAMA cardiology""[Journal] OR ""Lancet public health""[Journal] OR ""Lancet diabetes & endocrinology""[Journal] OR ""Cochrane database of systematic reviews""[Journal] OR ""Nature aging""[Journal] OR ""Aging cell""[Journal] OR ""GeroScience""[Journal] OR ""Proceedings of the National Academy of Sciences of the United States of America""[Journal] OR ""Science translational medicine""[Journal])",50,37,0,epigenetic-clocks__high_weight_journal
2026-04-29,PubMed,"((""epigenetic clock"" OR ""DNA methylation age"" OR ""biological age"" OR ""aging clock"") AND (mortality OR disease OR intervention OR prediction)) AND (""systematic review""[Publication Type] OR ""meta-analysis""[Publication Type] OR ""randomized controlled trial""[Publication Type] OR cohort[Title/Abstract] OR ""Mendelian randomization""[Title/Abstract] OR ""umbrella review""[Title/Abstract])",150,141,0,epigenetic-clocks__high_design
2026-04-29,PubMed,"((""epigenetic clock"" OR ""DNA methylation age"" OR ""biological age"" OR ""aging clock"") AND (mortality OR disease OR intervention OR prediction)) AND (review[Title/Abstract] OR trial[Title/Abstract] OR cohort[Title/Abstract] OR ""systematic review""[Title/Abstract] OR ""meta-analysis""[Title/Abstract])",150,59,0,epigenetic-clocks__recent_review_trial
2026-04-29,PubMed,"((""Interventions Testing Program"" OR ITP OR acarbose OR ""17-alpha-estradiol"" OR rapamycin) AND (mouse OR mice) AND (lifespan OR longevity)) AND (""The New England journal of medicine""[Journal] OR ""Lancet""[Journal] OR ""JAMA""[Journal] OR ""BMJ""[Journal] OR ""Annals of internal medicine""[Journal] OR ""Nature medicine""[Journal] OR ""Science""[Journal] OR ""Nature""[Journal] OR ""Cell""[Journal] OR ""Circulation""[Journal] OR ""European heart journal""[Journal] OR ""Journal of the American College of Cardiology""[Journal] OR ""JAMA internal medicine""[Journal] OR ""JAMA cardiology""[Journal] OR ""Lancet public health""[Journal] OR ""Lancet diabetes & endocrinology""[Journal] OR ""Cochrane database of systematic reviews""[Journal] OR ""Nature aging""[Journal] OR ""Aging cell""[Journal] OR ""GeroScience""[Journal] OR ""Proceedings of the National Academy of Sciences of the United States of America""[Journal] OR ""Science translational medicine""[Journal])",50,33,0,itp-mouse-lifespan__high_weight_journal
2026-04-29,PubMed,"((""Interventions Testing Program"" OR ITP OR acarbose OR ""17-alpha-estradiol"" OR rapamycin) AND (mouse OR mice) AND (lifespan OR longevity)) AND (""systematic review""[Publication Type] OR ""meta-analysis""[Publication Type] OR ""randomized controlled trial""[Publication Type] OR cohort[Title/Abstract] OR ""Mendelian randomization""[Title/Abstract] OR ""umbrella review""[Title/Abstract])",18,5,0,itp-mouse-lifespan__high_design
2026-04-29,PubMed,"((""Interventions Testing Program"" OR ITP OR acarbose OR ""17-alpha-estradiol"" OR rapamycin) AND (mouse OR mice) AND (lifespan OR longevity)) AND (review[Title/Abstract] OR trial[Title/Abstract] OR cohort[Title/Abstract] OR ""systematic review""[Title/Abstract] OR ""meta-analysis""[Title/Abstract])",83,38,0,itp-mouse-lifespan__recent_review_trial
2026-04-29,PubMed,"((Klotho OR ""interleukin 11"" OR IL-11) AND (aging OR frailty OR mortality OR lifespan OR inflammation)) AND (""The New England journal of medicine""[Journal] OR ""Lancet""[Journal] OR ""JAMA""[Journal] OR ""BMJ""[Journal] OR ""Annals of internal medicine""[Journal] OR ""Nature medicine""[Journal] OR ""Science""[Journal] OR ""Nature""[Journal] OR ""Cell""[Journal] OR ""Circulation""[Journal] OR ""European heart journal""[Journal] OR ""Journal of the American College of Cardiology""[Journal] OR ""JAMA internal medicine""[Journal] OR ""JAMA cardiology""[Journal] OR ""Lancet public health""[Journal] OR ""Lancet diabetes & endocrinology""[Journal] OR ""Cochrane database of systematic reviews""[Journal] OR ""Nature aging""[Journal] OR ""Aging cell""[Journal] OR ""GeroScience""[Journal] OR ""Proceedings of the National Academy of Sciences of the United States of America""[Journal] OR ""Science translational medicine""[Journal])",50,48,0,klotho-il11-aging__high_weight_journal
2026-04-29,PubMed,"((Klotho OR ""interleukin 11"" OR IL-11) AND (aging OR frailty OR mortality OR lifespan OR inflammation)) AND (""systematic review""[Publication Type] OR ""meta-analysis""[Publication Type] OR ""randomized controlled trial""[Publication Type] OR cohort[Title/Abstract] OR ""Mendelian randomization""[Title/Abstract] OR ""umbrella review""[Title/Abstract])",150,147,0,klotho-il11-aging__high_design
2026-04-29,PubMed,"((Klotho OR ""interleukin 11"" OR IL-11) AND (aging OR frailty OR mortality OR lifespan OR inflammation)) AND (review[Title/Abstract] OR trial[Title/Abstract] OR cohort[Title/Abstract] OR ""systematic review""[Title/Abstract] OR ""meta-analysis""[Title/Abstract])",150,125,0,klotho-il11-aging__recent_review_trial
2026-04-29,PubMed,"((""partial reprogramming"" OR ""Yamanaka factors"" OR ""cellular reprogramming"") AND (aging OR rejuvenation OR lifespan)) AND (""The New England journal of medicine""[Journal] OR ""Lancet""[Journal] OR ""JAMA""[Journal] OR ""BMJ""[Journal] OR ""Annals of internal medicine""[Journal] OR ""Nature medicine""[Journal] OR ""Science""[Journal] OR ""Nature""[Journal] OR ""Cell""[Journal] OR ""Circulation""[Journal] OR ""European heart journal""[Journal] OR ""Journal of the American College of Cardiology""[Journal] OR ""JAMA internal medicine""[Journal] OR ""JAMA cardiology""[Journal] OR ""Lancet public health""[Journal] OR ""Lancet diabetes & endocrinology""[Journal] OR ""Cochrane database of systematic reviews""[Journal] OR ""Nature aging""[Journal] OR ""Aging cell""[Journal] OR ""GeroScience""[Journal] OR ""Proceedings of the National Academy of Sciences of the United States of America""[Journal] OR ""Science translational medicine""[Journal])",50,42,0,partial-reprogramming__high_weight_journal
2026-04-29,PubMed,"((""partial reprogramming"" OR ""Yamanaka factors"" OR ""cellular reprogramming"") AND (aging OR rejuvenation OR lifespan)) AND (""systematic review""[Publication Type] OR ""meta-analysis""[Publication Type] OR ""randomized controlled trial""[Publication Type] OR cohort[Title/Abstract] OR ""Mendelian randomization""[Title/Abstract] OR ""umbrella review""[Title/Abstract])",4,3,0,partial-reprogramming__high_design
2026-04-29,PubMed,"((""partial reprogramming"" OR ""Yamanaka factors"" OR ""cellular reprogramming"") AND (aging OR rejuvenation OR lifespan)) AND (review[Title/Abstract] OR trial[Title/Abstract] OR cohort[Title/Abstract] OR ""systematic review""[Title/Abstract] OR ""meta-analysis""[Title/Abstract])",150,139,0,partial-reprogramming__recent_review_trial
2026-04-29,PubMed,"((autophagy OR mitophagy OR ""urolithin A"" OR spermidine OR taurine OR GlyNAC) AND (aging OR longevity OR lifespan OR ""older adults"")) AND (""The New England journal of medicine""[Journal] OR ""Lancet""[Journal] OR ""JAMA""[Journal] OR ""BMJ""[Journal] OR ""Annals of internal medicine""[Journal] OR ""Nature medicine""[Journal] OR ""Science""[Journal] OR ""Nature""[Journal] OR ""Cell""[Journal] OR ""Circulation""[Journal] OR ""European heart journal""[Journal] OR ""Journal of the American College of Cardiology""[Journal] OR ""JAMA internal medicine""[Journal] OR ""JAMA cardiology""[Journal] OR ""Lancet public health""[Journal] OR ""Lancet diabetes & endocrinology""[Journal] OR ""Cochrane database of systematic reviews""[Journal] OR ""Nature aging""[Journal] OR ""Aging cell""[Journal] OR ""GeroScience""[Journal] OR ""Proceedings of the National Academy of Sciences of the United States of America""[Journal] OR ""Science translational medicine""[Journal])",50,35,0,autophagy-mitophagy__high_weight_journal
2026-04-29,PubMed,"((autophagy OR mitophagy OR ""urolithin A"" OR spermidine OR taurine OR GlyNAC) AND (aging OR longevity OR lifespan OR ""older adults"")) AND (""systematic review""[Publication Type] OR ""meta-analysis""[Publication Type] OR ""randomized controlled trial""[Publication Type] OR cohort[Title/Abstract] OR ""Mendelian randomization""[Title/Abstract] OR ""umbrella review""[Title/Abstract])",150,136,0,autophagy-mitophagy__high_design
2026-04-29,PubMed,"((autophagy OR mitophagy OR ""urolithin A"" OR spermidine OR taurine OR GlyNAC) AND (aging OR longevity OR lifespan OR ""older adults"")) AND (review[Title/Abstract] OR trial[Title/Abstract] OR cohort[Title/Abstract] OR ""systematic review""[Title/Abstract] OR ""meta-analysis""[Title/Abstract])",150,115,0,autophagy-mitophagy__recent_review_trial
2026-04-29,PubMed,"((microbiome OR microbiota OR inflammaging OR ""chronic inflammation"" OR ""immune aging"") AND (aging OR frailty OR mortality OR longevity)) AND (""The New England journal of medicine""[Journal] OR ""Lancet""[Journal] OR ""JAMA""[Journal] OR ""BMJ""[Journal] OR ""Annals of internal medicine""[Journal] OR ""Nature medicine""[Journal] OR ""Science""[Journal] OR ""Nature""[Journal] OR ""Cell""[Journal] OR ""Circulation""[Journal] OR ""European heart journal""[Journal] OR ""Journal of the American College of Cardiology""[Journal] OR ""JAMA internal medicine""[Journal] OR ""JAMA cardiology""[Journal] OR ""Lancet public health""[Journal] OR ""Lancet diabetes & endocrinology""[Journal] OR ""Cochrane database of systematic reviews""[Journal] OR ""Nature aging""[Journal] OR ""Aging cell""[Journal] OR ""GeroScience""[Journal] OR ""Proceedings of the National Academy of Sciences of the United States of America""[Journal] OR ""Science translational medicine""[Journal])",50,37,0,microbiome-inflammaging__high_weight_journal
2026-04-29,PubMed,"((microbiome OR microbiota OR inflammaging OR ""chronic inflammation"" OR ""immune aging"") AND (aging OR frailty OR mortality OR longevity)) AND (""systematic review""[Publication Type] OR ""meta-analysis""[Publication Type] OR ""randomized controlled trial""[Publication Type] OR cohort[Title/Abstract] OR ""Mendelian randomization""[Title/Abstract] OR ""umbrella review""[Title/Abstract])",150,136,0,microbiome-inflammaging__high_design
2026-04-29,PubMed,"((microbiome OR microbiota OR inflammaging OR ""chronic inflammation"" OR ""immune aging"") AND (aging OR frailty OR mortality OR longevity)) AND (review[Title/Abstract] OR trial[Title/Abstract] OR cohort[Title/Abstract] OR ""systematic review""[Title/Abstract] OR ""meta-analysis""[Title/Abstract])",150,117,0,microbiome-inflammaging__recent_review_trial
2026-05-04,PubMed,(cardiorespiratory fitness OR VO2max OR VO2 peak) AND (mortality OR cardiovascular mortality) AND (cohort OR meta-analysis OR systematic review),18,1,0,cardiorespiratory_fitness_mortality
2026-05-04,PubMed,(resistance training OR strength training OR muscle strengthening) AND (mortality OR frailty OR sarcopenia) AND (human OR trial OR cohort OR meta-analysis),18,14,0,resistance_training_mortality_sarcopenia
2026-05-04,PubMed,(physical activity OR exercise) AND (longevity OR lifespan OR mortality OR healthspan) AND (meta-analysis OR cohort OR randomized controlled trial),18,16,0,physical_activity_longevity
2026-05-04,PubMed,(blood pressure OR hypertension) AND (mortality OR cardiovascular disease) AND (older adults OR aging) AND (trial OR meta-analysis OR cohort),16,16,0,blood_pressure_mortality_aging
2026-05-04,PubMed,(LDL cholesterol OR apolipoprotein B OR apoB) AND (cardiovascular mortality OR all-cause mortality) AND (meta-analysis OR Mendelian randomization OR trial),16,2,0,ldl_apob_cardiovascular_mortality
2026-05-04,PubMed,(sleep duration OR sleep quality OR insomnia) AND (mortality OR healthy aging OR cognitive decline) AND (meta-analysis OR cohort),16,7,0,sleep_duration_mortality_aging
2026-05-04,PubMed,(Mediterranean diet OR healthy dietary pattern OR ultra-processed food) AND (mortality OR healthy aging OR longevity) AND (meta-analysis OR cohort OR trial),18,6,0,dietary_pattern_longevity
2026-05-04,PubMed,(caloric restriction OR calorie restriction OR dietary restriction) AND (aging OR biological aging OR healthspan) AND (human OR randomized controlled trial),18,4,0,caloric_restriction_human_aging
2026-05-04,PubMed,(intermittent fasting OR time-restricted eating OR time restricted feeding) AND (aging OR mortality OR metabolic health) AND (human OR randomized controlled trial OR meta-analysis),18,3,0,intermittent_fasting_aging_human
2026-05-04,PubMed,(semaglutide OR tirzepatide OR GLP-1 receptor agonist) AND (cardiovascular outcomes OR mortality OR obesity) AND (randomized controlled trial OR meta-analysis),16,6,0,glp1_obesity_cardiometabolic_outcomes
2026-05-04,PubMed,(metformin) AND (aging OR longevity OR lifespan OR healthspan OR TAME) AND (human OR trial OR cohort OR review),18,0,0,metformin_aging_longevity
2026-05-04,PubMed,(rapamycin OR sirolimus OR mTOR inhibitor) AND (aging OR longevity OR lifespan OR immune aging) AND (human OR mouse OR trial OR review),20,6,0,rapamycin_mtor_aging
2026-05-04,PubMed,(senolytic OR senolytics OR dasatinib quercetin OR fisetin) AND (aging OR frailty OR senescence) AND (human OR trial OR mouse OR review),20,6,0,senolytics_human_aging
2026-05-04,PubMed,(nicotinamide riboside OR nicotinamide mononucleotide OR NMN OR NAD) AND (aging OR older adults OR metabolic health) AND (human OR randomized controlled trial OR review),20,12,0,nad_nmn_nr_human_aging
2026-05-04,PubMed,(epigenetic clock OR DNA methylation age OR biological age) AND (intervention OR mortality OR disease prediction OR trial),20,20,0,epigenetic_clocks_intervention
2026-05-04,PubMed,(proteomic clock OR metabolomic clock OR biological aging biomarker) AND (mortality OR disease prediction OR longevity),18,16,0,proteomic_metabolomic_aging_clocks
2026-05-04,PubMed,(partial reprogramming OR Yamanaka factors OR cellular rejuvenation) AND (aging OR rejuvenation OR lifespan),20,6,0,partial_reprogramming_aging
2026-05-04,PubMed,(Klotho) AND (aging OR cognition OR mortality OR longevity) AND (human OR mouse OR review),16,5,0,klotho_aging_human
2026-05-04,PubMed,(interleukin 11 OR IL-11) AND (aging OR lifespan OR frailty OR inflammation),16,0,0,il11_aging
